Date/Time,BATH_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CAFETERIA_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),COMPUTER_CLASS_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_1_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORNER_CLASS_2_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),CORRIDOR_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),GYM_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),KITCHEN_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),LIBRARY_MEDIA_CENTER_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MAIN_CORRIDOR_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_1_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_1_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_2_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),MULT_CLASS_2_POD_3_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),OFFICES_ZN_1_FLR_1 PEOPLE:People Occupant Count [](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Desired Temperature [](TimeStep),EMS:Heating Desired Temperature [](TimeStep),EMS:Cooling Thermostat Deadband [](TimeStep),EMS:Heating Thermostat Deadband [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23020.7227339528,0.0,80.6,60.8039822139421,0.0,0.0,75.4856866427552,60.8039822139421,1.,0.0,71357.3659533418,0.0 
 07/01  05:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22890.9265028605,0.0,80.6,60.8039822139421,0.0,0.0,75.3153412930027,60.8039822139421,1.,0.0,71221.4881050691,0.0 
 07/01  05:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22760.3819822457,0.0,80.6,60.8039822139421,0.0,0.0,75.185378854218,60.8039822139421,1.,0.0,71086.313495701,0.0 
 07/01  05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22629.0902016013,0.0,80.6,60.8039822139421,0.0,0.0,75.0819700677318,60.8039822139421,1.,0.0,70951.2719396355,0.0 
 07/01  05:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22497.041951749,0.0,80.6,60.8039822139421,0.0,0.0,74.9952615521882,60.8039822139421,1.,0.0,70816.0122909673,0.0 
 07/01  05:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22364.2488521146,0.0,80.6,60.8039822139421,0.0,0.0,74.9216165227457,60.8039822139421,1.,0.0,70680.3178073373,0.0 
 07/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22230.6981095014,0.0,80.6,60.8039822139421,0.0,0.0,74.8572519792907,60.8039822139421,1.,0.0,70544.0445133126,0.0 
 07/01  06:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22096.396072906,0.0,80.6,60.8039822139421,0.0,0.0,74.8002298378785,60.8039822139421,1.,0.0,76454.5732153057,0.0 
 07/01  06:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12826.2244988631,0.0,76.4599731463524,67.5353168086154,0.0,0.0,74.8055807009334,67.5353168086154,1.,0.0,75033.5676522113,0.0 
 07/01  06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26540.7846877033,107.368561734552,76.4599731463524,60.8,0.0,0.0,74.7484866486151,77.0014230756745,1.,1.,75735.7413527589,0.0 
 07/01  06:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27264.2520409049,72.0986135528078,76.4599731463524,60.8,0.0,0.0,74.7123356279672,76.9382829520609,1.,1.,76465.4754366507,0.0 
 07/01  06:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28048.5775240351,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.6774532491083,67.5357576904323,1.,0.0,77262.9213729509,0.0 
 07/01  06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28829.6046245966,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.6443002464864,67.5357576904323,1.,0.0,78078.3734861097,0.0 
 07/01  06:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29627.1269763011,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.6128443122329,67.5357576904323,1.,0.0,78865.3668489091,0.0 
 07/01  06:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30399.5985512869,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.5831362755595,67.5357576904323,1.,0.0,79655.240971417,0.0 
 07/01  06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31175.1613664705,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.5554840822286,67.5357576904323,1.,0.0,80449.0825908545,0.0 
 07/01  06:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31954.654428332,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.5293747374521,67.5357576904323,1.,0.0,81250.7265532338,0.0 
 07/01  06:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32741.5255499338,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.5049510572674,67.5357576904323,1.,0.0,82059.1223460874,0.0 
 07/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33534.7419759507,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.482157273686,67.5357576904323,1.,0.0,82873.5990535437,0.0 
 07/01  07:05:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,34333.7478105335,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.4609691726164,67.5357576904323,1.,0.0,135194.18218355,0.0 
 07/01  07:10:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,19147.6922731735,0.0,76.561199243196,67.5357576904323,0.0,0.0,74.803860083142,67.5357576904323,1.,0.0,138728.999766278,0.0 
 07/01  07:15:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,41067.9416732153,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.8915529024301,67.5357576904323,1.,0.0,140502.435241514,0.0 
 07/01  07:20:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,42685.6557765904,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9230639641347,67.5357576904323,1.,0.0,141799.931448305,0.0 
 07/01  07:25:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,43911.4855875575,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9422096693629,67.5357576904323,1.,0.0,143068.850012366,0.0 
 07/01  07:30:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,45113.1185979151,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9557292521732,67.5357576904323,1.,0.0,144328.456376163,0.0 
 07/01  07:35:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,46307.2989456634,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9663333311186,67.5357576904323,1.,0.0,145554.54000443,0.0 
 07/01  07:40:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,47472.8418231369,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9755849691478,67.5357576904323,1.,0.0,146773.076413222,0.0 
 07/01  07:45:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,48631.9445770506,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9841894550433,67.5357576904323,1.,0.0,148020.847372359,0.0 
 07/01  07:50:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,49813.012641806,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9913766013974,67.5357576904323,1.,0.0,149250.493798505,0.0 
 07/01  07:55:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,50980.8138330691,0.0,76.4599731463524,67.5357576904323,0.0,0.0,74.9983825142992,67.5357576904323,1.,0.0,150476.518893797,0.0 
 07/01  08:00:00,2.85,0.0,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,52145.3747043245,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0052911538898,67.5357576904323,1.,0.0,151707.170976479,0.0 
 07/01  08:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,53314.6273106625,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0122233452218,67.5357576904323,1.,0.0,153858.289001056,0.0 
 07/01  08:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,55391.3881167466,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0192414515373,67.5357576904323,1.,0.0,155213.396472332,0.0 
 07/01  08:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,56684.2762778412,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0263431906844,67.5357576904323,1.,0.0,156540.482805223,0.0 
 07/01  08:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,57958.6413465675,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0333640409147,67.5357576904323,1.,0.0,157968.436122842,0.0 
 07/01  08:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,59325.7166972303,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0406525360841,67.5357576904323,1.,0.0,159449.63296934,0.0 
 07/01  08:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,60744.5194354014,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0481528941372,67.5357576904323,1.,0.0,161055.976721854,0.0 
 07/01  08:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,62287.7018938859,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0559299041819,67.5357576904323,1.,0.0,162716.894350847,0.0 
 07/01  08:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,63886.0713117364,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0639086389481,67.5357576904323,1.,0.0,164406.620977776,0.0 
 07/01  08:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,65512.1418062013,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0721474208796,67.5357576904323,1.,0.0,166139.738746453,8.333333333333333E-02 
 07/01  08:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,67181.1174428748,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.080617007554,67.5357576904323,1.,0.0,167995.444620673,8.333333333333333E-02 
 07/01  08:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,68967.3576758039,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.0887532331816,67.5357576904323,1.,0.0,169960.704689668,8.333333333333333E-02 
 07/01  09:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,70853.0592933036,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.09542297677,67.5357576904323,1.,0.0,171963.408532912,8.333333333333333E-02 
 07/01  09:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,72775.6751720376,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1019004277621,67.5357576904323,1.,0.0,175274.489893576,8.333333333333333E-02 
 07/01  09:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,73252.6032940946,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1078454770358,67.5357576904323,1.,0.0,175761.580000976,8.333333333333333E-02 
 07/01  09:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,73684.6986761034,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2392734745852,67.5357576904323,1.,0.0,176192.641070749,8.333333333333333E-02 
 07/01  09:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,74062.527229403,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.119513685663,67.5357576904323,1.,0.0,176749.261092261,8.333333333333333E-02 
 07/01  09:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,74554.1538232219,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1236100220353,67.5357576904323,1.,0.0,177330.866010538,8.333333333333333E-02 
 07/01  09:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,75067.7900907254,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1273769737632,67.5357576904323,1.,0.0,177930.983322116,8.333333333333333E-02 
 07/01  09:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,75596.4647983526,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1313307944903,67.5357576904323,1.,0.0,178412.23197772,8.333333333333333E-02 
 07/01  09:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,76026.6888535108,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1353707999418,67.5357576904323,1.,0.0,178879.231443197,8.333333333333333E-02 
 07/01  09:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,76445.1934974731,0.0,76.4599731463524,67.5357576904323,0.0,0.0,75.1395726503409,67.5357576904323,1.,0.0,179348.636226378,8.333333333333333E-02 
 07/01  09:50:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,76870.6269226848,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2773840084868,67.5357576904323,1.,0.0,179815.292845438,8.333333333333333E-02 
 07/01  09:55:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,77289.7333204372,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2817216851463,67.5357576904323,1.,0.0,180302.83583105,8.333333333333333E-02 
 07/01  10:00:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,77725.3231309996,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2862358652233,67.5357576904323,1.,0.0,180873.118173898,8.333333333333333E-02 
 07/01  10:05:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,78231.9556144885,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2910975946805,67.5357576904323,1.,0.0,183393.38277548,8.333333333333333E-02 
 07/01  10:10:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,79686.3673364929,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.2961087155967,67.5357576904323,1.,0.0,184931.981283871,8.333333333333333E-02 
 07/01  10:15:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,81145.4345977882,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3014080814177,67.5357576904323,1.,0.0,186495.684320527,8.333333333333333E-02 
 07/01  10:20:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,82626.8701004623,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3069428266977,67.5357576904323,1.,0.0,188092.069245813,8.333333333333333E-02 
 07/01  10:25:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,84137.559133215,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3127186231749,67.5357576904323,1.,0.0,187716.937012141,8.333333333333333E-02 
 07/01  10:30:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,85675.6500847725,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3187038066909,67.5357576904323,1.,0.0,189613.74563533,8.333333333333333E-02 
 07/01  10:35:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,87443.3491175008,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3251967596374,67.5357576904323,1.,0.0,193743.847491209,8.333333333333333E-02 
 07/01  10:40:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,88993.8015460102,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3316214534824,67.5357576904323,1.,0.0,195546.749914959,8.333333333333333E-02 
 07/01  10:45:00,2.85,56.6546762589928,7.2972972972973,3.7125,3.7125,3.7125,3.7125,3.7125,3.7125,2.88,2.88,2.88,37.5225225225225,3.78,13.7586206896552,8.19,17.8875,17.8875,17.8875,17.8875,17.8875,11.8125,11.025,90684.4827171327,0.0,76.561199243196,67.5357576904323,0.0,0.0,75.3382479102817,67.5357576904323,1.,0.0,197433.759641043,8.333333333333333E-02 
